"","LATITUDE","LONGITUDE","NumInj"
"153",40.7233076,-74.00298,1
"154",40.8178464,-73.9418441,4
"155",40.7324473,-73.991279,2
"156",40.7139503,-73.9901992,1
"157",40.7132541,-73.9775851,2
"158",40.7581077,-73.9624205,1
"159",40.8271027,-73.9499552,1
"160",40.7606438,-73.9880157,1
"161",40.731686,-73.9821973,1
"162",40.7192038,-73.9903644,1
"163",40.7883183,-73.9410177,2
"164",40.7209387,-73.993795,1
"165",40.7597385,-73.9742232,2
"166",40.7143123,-73.9871655,1
"167",40.7416425,-73.9974342,3
"168",40.7185558,-73.9882,1
"169",40.8032165,-73.9525305,2
"170",40.8050573,-73.9390342,1
"171",40.7824659,-73.978822,1
"172",40.7500991,-73.9749344,2
"173",40.7643654,-73.9616083,1
"174",40.7503422,-73.983174,1
"175",40.7785518,-73.9512482,1
"176",40.7455483,-73.9990689,1
"177",40.7515235,-73.9939473,1
"178",40.7599125,-73.9588098,2
"179",40.7204338,-73.9998665,2
"180",40.7754808,-73.9802034,1
"181",40.7551925,-73.9712183,2
"182",40.7609285,-73.969133,1
"183",40.7163024,-74.0109663,1
"184",40.7713775,-73.959402,1
"185",40.7349628,-73.9797897,1
"186",40.827776,-73.9457487,1
"187",40.7199351,-73.9787516,1
"188",40.8308918,-73.9413666,1
"189",40.7440655,-73.987748,1
"190",40.7134676,-73.9985824,2
"191",40.736562,-74.0010934,1
"192",40.7236503,-73.991024,3
"193",40.8011103,-73.9652171,1
"194",40.7454217,-73.9909669,1
"195",40.8011103,-73.9652171,2
"196",40.7726551,-73.9555525,1
"197",40.7831465,-73.978327,1
"198",40.754057,-73.9958167,1
"199",40.7440912,-73.9763477,1
"200",40.7629162,-73.9856472,2
"201",40.8153057,-73.9436997,1
"202",40.8473568,-73.9351714,1
"203",40.7624884,-73.9629739,1
"204",40.7198683,-73.9952597,1
"205",40.7119934,-74.0081015,1
"206",40.7491296,-73.9882379,1
"207",40.7509033,-73.9981196,1
"208",40.8000896,-73.9510952,1
"209",40.7496667,-73.9815717,1
"210",40.7733413,-73.94901,1
"211",40.7589993,-73.9705345,1
"212",40.7469199,-73.9712291,1
"213",40.747925,-73.973607,1
"214",40.803123,-73.9404375,3
"215",40.8684964,-73.9217261,1
"216",40.7169671,-73.9944266,1
"217",40.7315966,-73.9947898,1
"218",40.7509597,-73.9827227,1
"219",40.8651013,-73.9218819,2
"220",40.7629131,-73.9697999,2
"221",40.7517478,-73.9708047,1
"222",40.7514385,-73.9976793,1
"223",40.8635725,-73.9260124,1
"224",40.7986223,-73.9416189,1
"225",40.8204372,-73.9362273,1
"226",40.8365578,-73.9430529,1
"227",40.7705708,-73.98214,2
"228",40.7573878,-73.9822554,1
"229",40.7564521,-73.9703154,1
"230",40.7598419,-73.9841751,1
"231",40.750218,-73.979056,2
"232",40.7203179,-74.0121683,2
"233",40.8077723,-73.9454833,1
"234",40.7591997,-73.9846193,1
"235",40.7116973,-74.0008729,1
"236",40.7395228,-73.9868503,1
"237",40.7570751,-73.9698495,1
"238",40.8137781,-73.9596868,1
"239",40.8102764,-73.9473705,4
"240",40.7161833,-73.9807441,1
"241",40.7594056,-73.9851029,1
"242",40.7980373,-73.9600286,1
"243",40.8378994,-73.9420832,1
"244",40.7681193,-73.9588624,1
"245",40.7631141,-73.9625151,1
"246",40.7244328,-73.9934591,2
"247",40.8082207,-73.9367194,3
"248",40.7472061,-73.9970984,1
"249",40.7478946,-73.9891656,1
"250",40.7131792,-73.9925007,1
"251",40.7876856,-73.9750141,1
"252",40.7454163,-74.0081994,2
"253",40.7237466,-74.0061151,1
"254",40.7899496,-73.9429266,1
"255",40.754584,-73.9991446,1
"256",40.7893076,-73.9433966,1
"257",40.7950523,-73.9331565,1
"258",40.7509908,-73.9906233,1
"259",40.7960734,-73.9434848,5
"260",40.8103186,-73.9436244,1
"261",40.8044198,-73.9553688,1
"262",40.7306541,-73.9830707,1
"263",40.7608574,-73.9610689,1
"264",40.799931,-73.9406643,7
"265",40.804827,-73.9662157,1
"266",40.7149081,-74.0113484,1
"267",40.781952,-73.9754821,1
"268",40.7584357,-73.9789126,3
"269",40.7317065,-74.0009562,1
"270",40.8027515,-73.933575,1
"271",40.789108,-73.9665523,1
"272",40.7832418,-73.9745391,1
"273",40.7241363,-73.9926041,1
"274",40.7405908,-73.9893906,1
"275",40.796797,-73.9471753,3
"276",40.8202957,-73.9437749,2
"277",40.7966809,-73.9349137,1
"278",40.7236503,-73.991024,1
"279",40.7395116,-73.9847429,1
"280",40.7948616,-73.9464798,1
"281",40.7414135,-73.9833603,1
"282",40.7673428,-73.9686716,2
"283",40.8481201,-73.9308839,1
"284",40.7360047,-73.9936167,1
"285",40.7319639,-73.9881543,2
"286",40.7117382,-74.0069869,1
"287",40.816662,-73.9389911,2
"288",40.8541683,-73.9337044,1
"289",40.79745,-73.9467017,1
"290",40.79745,-73.9467017,1
"291",40.7664937,-73.9569573,1
"292",40.8587443,-73.9301173,1
"293",40.7212771,-73.977788,1
"294",40.7434293,-73.9961278,1
"295",40.7635935,-73.9814343,1
"296",40.7369617,-73.9845089,1
"297",40.8057295,-73.9385424,1
"298",40.7538792,-73.9661586,1
"299",40.8338622,-73.9482914,1
"300",40.7165417,-73.9969843,1
"301",40.7784761,-73.9854489,1
"302",40.8018439,-73.9591486,1
"303",40.7471531,-73.9854954,1
"304",40.8153057,-73.9436997,1
"305",40.7713942,-73.9821578,1
"306",40.7269334,-73.999917,1
"307",40.8131597,-73.9503486,1
"308",40.8200975,-73.9550764,1
"309",40.7185558,-73.9882,1
"310",40.7607762,-74.0021839,1
"311",40.7938182,-73.9401063,1
"312",40.7533873,-73.996304,2
"313",40.7552921,-73.9949215,1
"314",40.7615508,-73.9665842,1
"315",40.7723438,-73.9526861,1
"316",40.7378658,-74.000184,1
"317",40.7586447,-73.9813418,1
"318",40.8493212,-73.9337309,1
"319",40.7514385,-73.9976793,1
"320",40.7344344,-73.9899039,1
"321",40.7224015,-73.9916483,1
"322",40.7155532,-73.9897553,1
"323",40.8064083,-73.9401564,1
"324",40.7925479,-73.9410356,1
"325",40.7168135,-73.9977634,1
"326",40.7101767,-74.0011362,1
"327",40.7704232,-73.9622113,1
"328",40.7850977,-73.9769037,1
"329",40.8160255,-73.9394577,1
"330",40.754584,-73.9991446,1
"331",40.7665043,-73.9941734,1
"332",40.850189,-73.9396363,2
"333",40.7136371,-73.987061,3
"334",40.7427065,-73.9845256,1
"335",40.8022151,-73.936317,1
"336",40.7450578,-73.9786065,1
"337",40.7591997,-73.9846193,1
"338",40.8379085,-73.9383428,1
"339",40.8023965,-73.9367683,1
"340",40.8711945,-73.9140901,1
"341",40.8050573,-73.9390342,1
"342",40.8077723,-73.9454833,1
"343",40.7313511,-73.9825546,1
"344",40.7659113,-73.9634016,1
"345",40.8667416,-73.9287277,1
"346",40.7665589,-73.9629283,1
"347",40.8498946,-73.933311,1
"348",40.7872263,-73.9541633,1
"349",40.8308918,-73.9413666,1
"350",40.809693,-73.9440837,1
"351",40.7763189,-73.962125,1
"352",40.7299883,-74.0004979,1
"353",40.7407326,-73.9817618,1
"354",40.8220183,-73.9536697,1
"355",40.725432,-73.996771,2
"356",40.7118784,-73.9986762,1
"357",40.7223244,-74.0117465,1
"358",40.7158555,-73.9949534,1
"359",40.7203211,-73.9940403,1
"360",40.7279758,-73.988119,1
"361",40.7766037,-73.9466281,1
"362",40.7361884,-74.008321,1
"363",40.7808583,-73.9609091,1
"364",40.7171751,-74.0128675,1
"365",40.7450578,-73.9786065,1
"366",40.7482467,-73.9762885,1
"367",40.7484685,-73.9924606,1
"368",40.7315966,-73.9947898,1
"369",40.8656325,-73.9284614,1
"370",40.7864855,-73.9721726,1
"371",40.8498406,-73.9349665,1
"372",40.8172199,-73.9522712,1
"373",40.8044198,-73.9553688,1
"374",40.7210624,-73.9981962,3
"375",40.742258,-73.9776727,1
"376",40.747009,-73.9771875,1
"377",40.7466383,-73.9763215,1
"378",40.7622265,-73.9681866,1
"379",40.740443,-73.9945943,1
"380",40.8158288,-73.9470338,2
"381",40.7184575,-73.9948089,1
"382",40.7704767,-73.9663884,1
"383",40.7496708,-73.9952973,1
"384",40.7185558,-73.9882,1
"385",40.7654191,-73.9838236,1
"386",40.794651,-73.9717827,1
"387",40.762025,-74.0011515,1
"388",40.7313217,-73.9886127,1
"389",40.8644625,-73.9189434,1
"390",40.7466818,-73.9744953,1
"391",40.8326963,-73.9497125,1
"392",40.7496667,-73.9815717,1
"393",40.7610398,-73.9753742,1
"394",40.7535538,-73.9850428,1
"395",40.780065,-73.9470478,3
"396",40.8043796,-73.9395225,1
"397",40.7225555,-74.0014034,1
"398",40.72084,-74.0006602,1
"399",40.7955403,-73.9480937,1
"400",40.7602507,-73.9696243,1
"401",40.7375527,-74.005687,1
"402",40.7274022,-73.9885376,1
"403",40.7484385,-73.996196,1
"404",40.7138434,-73.9927243,1
"405",40.8128153,-73.9418016,1
"406",40.747009,-73.9771875,1
"407",40.752316,-73.9859454,1
"408",40.7180184,-73.9999567,2
"409",40.803729,-73.9577821,1
"410",40.7412749,-73.9753418,3
"411",40.8289254,-73.9503947,3
"412",40.7236503,-73.991024,1
"413",40.8029708,-73.9638616,1
"414",40.8037448,-73.9558605,1
"415",40.7497883,-73.9877686,1
"416",40.7526874,-74.000527,1
"417",40.7972169,-73.9699144,4
"418",40.8259047,-73.9471161,1
"419",40.7922448,-73.9441814,2
"420",40.7301223,-73.989468,1
"421",40.7365615,-73.9890159,1
"422",40.7896243,-73.9400667,4
"423",40.7302875,-73.9980733,5
"424",40.7710545,-73.9871437,1
"425",40.8151131,-73.9550003,2
"426",40.7451824,-73.9709267,1
"427",40.8094265,-73.9494194,1
"428",40.7609285,-73.969133,1
"429",40.7643229,-73.977196,1
"430",40.7340111,-73.984773,1
"431",40.7565272,-73.994019,1
"432",40.7678129,-73.9620143,1
"433",40.802699,-73.9491862,2
"434",40.7567642,-73.9671533,1
"435",40.7153558,-73.9934023,1
"436",40.7547827,-73.9799352,1
"437",40.7991471,-73.9725285,1
"438",40.7623963,-73.9786009,1
"439",40.7332923,-73.9871799,1
"440",40.7961577,-73.9476454,1
"441",40.7589782,-73.9939358,1
"442",40.7580218,-73.9817932,1
"443",40.7230221,-73.9988131,1
"444",40.7559505,-73.9907272,1
"445",40.7557807,-74.0019852,1
"446",40.7564889,-73.9977585,1
"447",40.7080824,-74.0034013,1
"448",40.7163024,-74.0109663,1
"449",40.7537166,-73.9960514,1
"450",40.767816,-73.9895054,1
"451",40.7733356,-73.9550538,1
"452",40.8101738,-73.9511673,1
"453",40.8498406,-73.9349665,1
"454",40.8145804,-73.9479488,1
"455",40.8017682,-73.9372276,1
"456",40.805838,-73.9469009,1
"457",40.7999588,-73.9605259,1
"458",40.7051837,-74.0073938,1
"459",40.8646639,-73.928889,1
"460",40.7723324,-73.9587154,1
"461",40.8428097,-73.9420139,1
"462",40.780065,-73.9470478,1
"463",40.7514416,-73.9760491,1
"464",40.7235061,-73.9792808,1
"465",40.771087,-73.9834215,1
"466",40.7535158,-73.9887858,1
"467",40.7192038,-73.9903644,1
"468",40.7704805,-73.9838549,1
"469",40.8663357,-73.9250042,1
"470",40.7551305,-73.9652411,1
"471",40.7212488,-73.9922364,1
"472",40.8077723,-73.9454833,1
"473",40.7063749,-74.0071306,1
"474",40.7629663,-73.9739693,1
"475",40.7754866,-73.9821639,1
"476",40.7536062,-73.9870893,1
"477",40.8093398,-73.9592163,1
"478",40.7202352,-73.9844767,1
"479",40.7607944,-73.9845106,1
"480",40.7857344,-73.9764412,2
"481",40.7948085,-73.9444068,1
"482",40.76546,-73.9819897,1
"483",40.7123092,-73.9943621,1
"484",40.7826332,-73.9511983,4
"485",40.7452931,-73.9984879,1
"486",40.7710996,-73.9659332,2
"487",40.7497883,-73.9877686,1
"488",40.759626,-73.9954735,1
"489",40.7621793,-73.9661291,1
"490",40.8158809,-73.9605598,1
"491",40.7137447,-73.9939435,1
"492",40.7656758,-73.9762353,1
"493",40.7416672,-74.0011295,1
"494",40.7476845,-73.9787861,1
"495",40.7560353,-73.9869481,1
"496",40.7730328,-73.9821971,1
"497",40.8522138,-73.9332255,3
"498",40.7516577,-73.9901323,1
"499",40.7491017,-73.9840766,1
"500",40.7994408,-73.9553035,2
"501",40.8103186,-73.9436244,1
"502",40.7564966,-73.972362,1
"503",40.7889892,-73.9740638,1
"504",40.8315678,-73.9429813,1
"505",40.7720736,-73.9499388,1
"506",40.7769576,-73.9595466,1
"507",40.7754866,-73.9821639,1
"508",40.7248777,-73.9751639,2
"509",40.8641128,-73.9212504,1
"510",40.7460363,-73.9885921,1
"511",40.8043758,-73.9374202,1
"512",40.7419703,-73.9808593,1
"513",40.8439417,-73.9390239,1
"514",40.8089731,-73.9483252,1
"515",40.7776779,-73.963229,1
"516",40.7688025,-73.9583602,1
"517",40.7570075,-73.9638721,1
"518",40.7566421,-73.9629844,1
"519",40.759626,-73.9954735,1
"520",40.8050639,-73.9411654,1
"521",40.7599831,-73.9648018,1
"522",40.7876856,-73.9750141,1
"523",40.8315678,-73.9429813,1
"524",40.7655459,-73.9547017,1
"525",40.7272105,-73.99527,1
"526",40.7622265,-73.9681866,1
"527",40.7241667,-74.0011256,1
"528",40.7602226,-73.967462,1
"529",40.7472061,-73.9970984,1
"530",40.7391678,-73.9799688,1
"531",40.771024,-73.9536474,1
"532",40.7234229,-73.9996104,1
"533",40.7401675,-73.9842592,1
"534",40.7666162,-73.9866608,1
"535",40.7457333,-73.9802086,1
"536",40.7521974,-73.9818237,1
"537",40.7739779,-73.948551,1
"538",40.7137878,-73.9851131,1
"539",40.7204354,-73.9834197,1
"540",40.7798112,-73.9503374,1
"541",40.7704335,-73.9601102,1
"542",40.8120074,-73.9515055,1
"543",40.7427726,-73.986597,1
"544",40.7404705,-73.9982859,1
"545",40.7629663,-73.9739693,1
"546",40.764627,-73.9955453,1
"547",40.740443,-73.9945943,1
"548",40.7509908,-73.9906233,1
"549",40.8153057,-73.9436997,1
"550",40.8201519,-73.9364516,2
"551",40.7543484,-73.9769721,1
"552",40.7484385,-73.996196,1
"553",40.7580073,-73.9662395,1
"554",40.781688,-73.9489603,1
"555",40.7323478,-73.9849394,1
"556",40.8239805,-73.9467129,1
"557",40.8006591,-73.9543925,2
"558",40.722355,-73.9932609,1
"559",40.7535158,-73.9887858,1
"560",40.7743233,-73.9614762,1
"561",40.7216783,-73.9806054,1
"562",40.7143649,-73.9928216,1
"563",40.7503422,-73.983174,1
"564",40.7477508,-73.9808504,2
"565",40.7150813,-73.9924897,1
"566",40.7353901,-73.9751095,1
"567",40.74478,-73.9758819,1
"568",40.7475349,-73.9883068,1
"569",40.7212231,-73.9830046,1
"570",40.8011551,-73.9596475,1
"571",40.7311655,-73.9919214,1
"572",40.7916628,-73.9646839,1
"573",40.8648086,-73.9193623,1
"574",40.7858819,-73.948827,1
"575",40.798243,-73.9524618,1
"576",40.7936059,-73.9495073,1
"577",40.7203211,-73.9940403,2
"578",40.7629162,-73.9856472,1
"579",40.7472362,-73.9933594,1
"580",40.7542505,-73.9689773,1
"581",40.816662,-73.9389911,1
"582",40.8200975,-73.9550764,1
"583",40.71728,-73.9954294,1
"584",40.8018439,-73.9591486,1
"585",40.8429012,-73.9384213,1
"586",40.7788219,-73.953985,1
"587",40.8688873,-73.9156803,1
"588",40.7792907,-73.9811338,1
"589",40.7517478,-73.9708047,1
"590",40.8530633,-73.9309944,1
"591",40.7548409,-73.9841185,1
"592",40.8043758,-73.9374202,1
"593",40.7306541,-73.9830707,1
"594",40.7522181,-73.9994261,1
"595",40.7079122,-74.0001298,1
"596",40.7985626,-73.963362,1
"597",40.7437832,-73.9735076,1
"598",40.8031164,-73.9563196,1
"599",40.7691169,-73.9885593,1
"600",40.7464925,-74.0013245,1
"601",40.7193963,-74.0018831,1
"602",40.7397514,-74.0025224,1
"603",40.7165445,-73.9999315,1
"604",40.7599831,-73.9648018,1
"605",40.7216331,-73.9935279,3
"606",40.7381347,-74.0041751,1
"607",40.8005566,-73.940205,1
"608",40.7571804,-73.9739824,1
"609",40.7047985,-74.0166846,1
"610",40.7255825,-73.9898692,2
"611",40.7678891,-73.9815125,1
"612",40.749824,-73.9722023,1
"613",40.7542505,-73.9689773,1
"614",40.762859,-73.9894015,1
"615",40.7788219,-73.953985,1
"616",40.7801743,-73.95931,2
"617",40.7526925,-73.9730457,1
"618",40.7547274,-73.9778743,1
"619",40.7579074,-73.9892976,1
"620",40.7113923,-74.0085993,1
"621",40.7736009,-73.9815723,2
"622",40.8634114,-73.9231348,1
"623",40.7730321,-73.9782834,1
"624",40.7865477,-73.9525532,1
"625",40.8050573,-73.9390342,1
"626",40.7472966,-73.974044,1
"627",40.7469395,-73.9731924,1
"628",40.8308918,-73.9413666,1
"629",40.7233076,-74.00298,1
"630",40.7717376,-73.961243,1
"631",40.8030725,-73.9383714,1
"632",40.7496708,-73.9952973,1
"633",40.70495,-74.0115487,2
"634",40.7104641,-73.9866216,2
"635",40.8483929,-73.9376716,1
"636",40.7397514,-74.0025224,1
"637",40.7397514,-74.0025224,1
"638",40.8115084,-73.9464773,3
"639",40.7171939,-73.9841023,1
"640",40.7206733,-73.9782319,1
"641",40.8657971,-73.9199975,1
"642",40.8197705,-73.9367193,1
"643",40.7155838,-74.0030301,1
"644",40.7564966,-73.972362,1
"645",40.760405,-73.9874743,3
"646",40.7165417,-73.9969843,3
"647",40.7242734,-73.9908182,1
"648",40.7546882,-73.9953547,1
"649",40.747925,-73.973607,3
"650",40.8240775,-73.9488844,1
"651",40.7429104,-73.9928041,1
"652",40.7654131,-73.9679757,1
"653",40.7207095,-73.9813092,1
"654",40.7641617,-73.9688897,1
"655",40.7158555,-73.9949534,1
"656",40.7810254,-73.9813103,1
"657",40.8101738,-73.9511673,1
"658",40.8536861,-73.9305383,1
"659",40.8527277,-73.9344287,1
"660",40.725432,-73.996771,1
"661",40.7578088,-73.9735237,1
"662",40.7268658,-73.9799076,1
"663",40.7217311,-73.9846784,1
"664",40.7707422,-73.9945485,1
"665",40.7401843,-73.986363,4
"666",40.7098381,-74.0148211,1
"667",40.7583388,-73.9964084,1
"668",40.7903648,-73.9656272,1
"669",40.8232596,-73.9429233,1
"670",40.7577322,-73.9968524,1
"671",40.7149276,-74.0079396,1
"672",40.7440247,-74.0084591,1
"673",40.8043758,-73.9374202,2
"674",40.7688025,-73.9583602,2
"675",40.7615508,-73.9665842,1
"676",40.7833397,-73.9707584,1
"677",40.7571804,-73.9739824,1
"678",40.7230221,-73.9988131,1
"679",40.7552921,-73.9949215,1
"680",40.744099,-73.9956441,1
"681",40.8127513,-73.9455695,1
"682",40.7567104,-73.9864571,1
"683",40.7291862,-73.9872492,1
"684",40.7210251,-73.9810854,1
"685",40.8216382,-73.9390768,1
"686",40.7870644,-73.941936,1
"687",40.7558074,-73.9864031,1
"688",40.7938182,-73.9401063,1
"689",40.7542505,-73.9689773,1
"690",40.7762963,-73.9821384,1
"691",40.7472966,-73.974044,1
"692",40.7808576,-73.9588149,1
"693",40.7134676,-73.9985824,1
"694",40.8070339,-73.9397007,4
"695",40.7242849,-73.9755935,1
"696",40.7198321,-73.9875432,1
"697",40.8655357,-73.9272684,1
"698",40.7699063,-73.9805625,1
"699",40.7700733,-73.9513989,1
"700",40.7259315,-73.9946496,1
"701",40.7684859,-73.9636168,1
"702",40.7398662,-73.9895819,1
"703",40.7605247,-73.9799732,1
"704",40.8204372,-73.9362273,1
"705",40.7511221,-73.9712634,1
"706",40.8667416,-73.9287277,1
"707",40.8655357,-73.9272684,1
"708",40.8030248,-73.936309,1
"709",40.8010083,-73.9432494,1
"710",40.8346811,-73.9444241,2
"711",40.7160144,-74.0088235,3
"712",40.7599831,-73.9648018,1
"713",40.7643229,-73.977196,1
"714",40.7826834,-73.9532601,1
"715",40.7729916,-73.9820779,1
"716",40.7263924,-73.9917957,1
"717",40.7535158,-73.9887858,1
"718",40.7965615,-73.972255,1
"719",40.7309133,-74.0028179,1
"720",40.7591128,-73.9746783,1
"721",40.725432,-73.996771,1
"722",40.763547,-73.9693376,1
"723",40.8257038,-73.9353081,1
"724",40.7503422,-73.983174,3
"725",40.759308,-73.9652931,1
"726",40.7599831,-73.9648018,1
"727",40.8109414,-73.9431723,1
"728",40.8032165,-73.9525305,6
"729",40.7226723,-73.9829645,1
"730",40.7369617,-73.9845089,1
"731",40.7346593,-73.9882874,1
"732",40.784237,-73.9470697,1
"733",40.7535158,-73.9887858,1
"734",40.83856,-73.9458556,2
"735",40.7276662,-74.0031714,1
"736",40.72084,-74.0006602,1
"737",40.7517013,-73.9864003,1
"738",40.7851932,-73.9493331,1
"739",40.8421538,-73.9422783,1
"740",40.7141646,-74.006309,1
"741",40.7451792,-73.9827278,1
"742",40.7207095,-73.9813092,1
"743",40.7365314,-73.9907516,1
"744",40.7460781,-73.9749359,1
"745",40.7655459,-73.9547017,1
"746",40.7490226,-73.9880394,1
"747",40.8069669,-73.9554104,1
"748",40.8410516,-73.944679,1
"749",40.7627496,-73.9969136,1
"750",40.8011849,-73.9397457,1
"751",40.749824,-73.9722023,1
"752",40.742258,-73.9776727,1
"753",40.7367906,-73.9784973,1
"754",40.8014181,-73.934454,1
"755",40.7410799,-74.0015553,1
"756",40.7488862,-73.9758407,1
"757",40.7432053,-73.9799604,1
"758",40.749824,-73.9722023,1
"759",40.7460781,-73.9749359,1
"760",40.8043758,-73.9374202,1
"761",40.7870644,-73.941936,1
"762",40.8357931,-73.9398878,1
"763",40.7096605,-74.0048261,1
"764",40.7336333,-74.0027856,1
"765",40.7185689,-73.9833949,1
"766",40.7144059,-73.9902208,2
"767",40.8474287,-73.9313942,1
"768",40.7360047,-73.9936167,1
"769",40.7724613,-73.9670409,1
"770",40.7577479,-73.9714518,1
"771",40.749824,-73.9722023,1
"772",40.8189491,-73.9522014,1
"773",40.7954563,-73.9656282,1
"774",40.7769576,-73.9595466,1
"775",40.7521974,-73.9818237,1
"776",40.7401843,-73.986363,1
"777",40.7276662,-74.0031714,1
"778",40.7704805,-73.9838549,1
"779",40.7723521,-73.9466568,1
"780",40.71728,-73.9954294,1
"781",40.7768767,-73.9493719,3
"782",40.7761962,-73.9498707,1
