"","LATITUDE","LONGITUDE","NumInj"
"3039",40.8153057,-73.9436997,1
"3040",40.7158555,-73.9949534,3
"3041",40.7276608,-74.0013891,1
"3042",40.8541683,-73.9337044,1
"3043",40.7606005,-73.9643142,1
"3044",40.7716693,-73.9866959,1
"3045",40.8064131,-73.9501947,1
"3046",40.7428308,-74.0076975,1
"3047",40.7469199,-73.9712291,1
"3048",40.7397514,-74.0025224,1
"3049",40.8676918,-73.9212136,1
"3050",40.7756063,-73.9442784,1
"3051",40.839178,-73.9411352,1
"3052",40.7460392,-73.9905157,1
"3053",40.7300064,-73.9835363,1
"3054",40.7533182,-73.9725871,1
"3055",40.7552921,-73.9949215,1
"3056",40.7460781,-73.9749359,1
"3057",40.7643229,-73.977196,1
"3058",40.7363771,-73.9849348,1
"3059",40.785805,-73.9428471,1
"3060",40.7896743,-73.9698492,1
"3061",40.7463915,-73.9776353,1
"3062",40.8487357,-73.9323363,1
"3063",40.716436,-73.9815845,1
"3064",40.7861742,-73.945696,1
"3065",40.8483929,-73.9376716,1
"3066",40.8523212,-73.938774,1
"3067",40.7476892,-74.0041684,1
"3068",40.7773037,-73.9825823,1
"3069",40.7194838,-73.9912843,1
"3070",40.7723324,-73.9587154,1
"3071",40.7415488,-73.9895745,1
"3072",40.7935967,-73.9473982,1
"3073",40.7642781,-73.9730158,4
"3074",40.7686469,-73.9698262,1
"3075",40.7484375,-73.9845604,1
"3076",40.7579729,-73.9855364,1
"3077",40.7236503,-73.991024,1
"3078",40.8204372,-73.9362273,1
"3079",40.7472061,-73.9970984,1
"3080",40.7991318,-73.9666629,1
"3081",40.7865477,-73.9525532,1
"3082",40.7554056,-73.9794839,1
"3083",40.7803123,-73.9856796,1
"3084",40.7713904,-73.9504303,1
"3085",40.7579074,-73.9892976,1
"3086",40.7365615,-73.9890159,2
"3087",40.7754808,-73.9802034,1
"3088",40.7934736,-73.9372571,4
"3089",40.742089,-73.9849769,1
"3090",40.8168179,-73.9432901,1
"3091",40.8378034,-73.9421411,1
"3092",40.7579074,-73.9892976,1
"3093",40.7466818,-73.9744953,5
"3094",40.8486847,-73.9392147,1
"3095",40.74445,-73.9730274,1
"3096",40.8141049,-73.9408539,1
"3097",40.7564521,-73.9703154,1
"3098",40.8057295,-73.9385424,1
"3099",40.7430998,-73.9740095,1
"3100",40.7207095,-73.9813092,4
"3101",40.7502089,-74.0023315,1
"3102",40.8378034,-73.9421411,1
"3103",40.7265437,-73.9991197,1
"3104",40.7250834,-73.9953279,1
"3105",40.7567642,-73.9671533,1
"3106",40.8636899,-73.9170643,1
"3107",40.7528008,-73.9792862,1
"3108",40.7109059,-74.014457,1
"3109",40.7141646,-74.006309,1
"3110",40.7378861,-73.9809038,1
"3111",40.7064593,-74.0151017,1
"3112",40.719058,-74.0124422,1
"3113",40.84468,-73.9388533,3
"3114",40.800664,-73.9464607,1
"3115",40.8204372,-73.9362273,1
"3116",40.7113923,-74.0085993,1
"3117",40.7140687,-73.9975038,1
"3118",40.7960032,-73.9354092,1
"3119",40.7373607,-73.996839,1
"3120",40.7859687,-73.9688434,1
"3121",40.7558709,-73.9728206,1
"3122",40.8644625,-73.9189434,1
"3123",40.8271027,-73.9499552,1
"3124",40.7678602,-73.9640756,1
"3125",40.7736009,-73.9815723,1
"3126",40.758981,-73.9959428,1
"3127",40.7404491,-73.9773125,1
"3128",40.7427726,-73.986597,1
"3129",40.7514411,-73.9739594,1
"3130",40.8287294,-73.9422068,1
"3131",40.8266254,-73.9391482,2
"3132",40.7463024,-73.9716588,1
"3133",40.7429104,-73.9928041,1
"3134",40.7514416,-73.9760491,1
"3135",40.7616074,-73.9903149,2
"3136",40.7698492,-73.9843135,1
"3137",40.7742834,-73.9572953,1
"3138",40.7262812,-73.9803335,1
"3139",40.7579729,-73.9855364,1
"3140",40.7699819,-73.994646,1
"3141",40.7553738,-73.9874463,2
"3142",40.8509074,-73.9382837,1
"3143",40.8090701,-73.9445394,1
"3144",40.7832478,-73.9447234,1
"3145",40.7920691,-73.9755325,1
"3146",40.7268658,-73.9799076,1
"3147",40.7366018,-73.9818424,1
"3148",40.7865477,-73.9525532,1
"3149",40.743324,-73.9840744,1
"3150",40.7760467,-73.9834961,1
"3151",40.8120246,-73.93608,1
"3152",40.8057361,-73.9406446,1
"3153",40.7197861,-73.9985245,1
"3154",40.7138459,-74.0105619,1
"3155",40.7298259,-74.0106005,1
"3156",40.7617706,-73.979056,1
"3157",40.7452427,-73.9847921,1
"3158",40.771079,-73.947582,1
"3159",40.8012875,-73.9539333,1
"3160",40.7413501,-73.9813106,1
"3161",40.7328483,-73.9959155,1
"3162",40.7813162,-73.9461296,1
"3163",40.7755624,-73.950337,1
"3164",40.7817499,-73.9810645,1
"3165",40.7948085,-73.9444068,1
"3166",40.7366908,-73.9931187,1
"3167",40.8036997,-73.9358171,1
"3168",40.755251,-73.9986609,1
"3169",40.8257582,-73.950939,1
"3170",40.7565681,-73.990276,1
"3171",40.8045868,-73.9478121,2
"3172",40.7502815,-73.981124,2
"3173",40.7200441,-73.999062,1
"3174",40.7229288,-74.0021718,1
"3175",40.7252872,-73.9779779,1
"3176",40.7521974,-73.9818237,1
"3177",40.8271027,-73.9499552,1
"3178",40.8115084,-73.9464773,1
"3179",40.7448014,-73.9914181,1
"3180",40.7876856,-73.9750141,1
"3181",40.8236031,-73.9496941,1
"3182",40.7622874,-73.9702587,1
"3183",40.7150376,-73.9968076,1
"3184",40.7208537,-74.0039287,3
"3185",40.8517948,-73.9300993,1
"3186",40.7425878,-73.9804117,1
"3187",40.8571535,-73.9273969,1
"3188",40.7895911,-73.9299732,1
"3189",40.7397514,-74.0025224,1
"3190",40.7432053,-73.9799604,1
"3191",40.7302875,-73.9980733,1
"3192",40.7079778,-74.0080037,1
"3193",40.7488862,-73.9758407,1
"3194",40.7601164,-73.9848356,1
"3195",40.8342725,-73.945364,1
"3196",40.807667,-73.9492799,1
"3197",40.807667,-73.9492799,1
"3198",40.7256458,-73.9920628,1
"3199",40.8057847,-73.950654,1
"3200",40.7553005,-73.9753439,2
"3201",40.8077723,-73.9454833,1
"3202",40.7381347,-74.0041751,1
"3203",40.7802816,-73.9815199,4
"3204",40.7570213,-74.004927,1
"3205",40.745208,-74.0022664,1
"3206",40.8108569,-73.9390181,1
"3207",40.7609926,-73.990759,1
"3208",40.8211442,-73.9575218,1
"3209",40.7222418,-73.9862873,1
"3210",40.7485121,-73.9887144,1
"3211",40.7981287,-73.948312,1
"3212",40.7724613,-73.9670409,1
"3213",40.8076539,-73.9392486,1
"3214",40.7426458,-73.9824542,1
"3215",40.7409424,-74.0074808,1
"3216",40.754584,-73.9991446,2
"3217",40.7497063,-73.9915618,1
"3218",40.7596199,-73.9619648,1
"3219",40.7703138,-73.9914004,1
"3220",40.7655459,-73.9547017,1
"3221",40.8032239,-73.9445985,1
"3222",40.7190037,-74.0051731,1
"3223",40.7832615,-73.9507393,1
"3224",40.7684859,-73.9636168,1
"3225",40.766852,-73.9537478,1
"3226",40.7608228,-73.9983142,1
"3227",40.7032676,-74.0103474,1
"3228",40.7521904,-73.9934636,1
"3229",40.8197705,-73.9367193,1
"3230",40.7834177,-73.9569464,1
"3231",40.7159536,-73.9867215,1
"3232",40.7466186,-73.9938142,1
"3233",40.8401945,-73.9430642,1
"3234",40.7851932,-73.9493331,1
"3235",40.7699819,-73.994646,1
"3236",40.771785,-73.9633262,2
"3237",40.8064083,-73.9401564,1
"3238",40.7942333,-73.9469462,1
"3239",40.7915708,-73.9467714,2
"3240",40.738552,-73.9996824,1
"3241",40.7332923,-73.9871799,1
"3242",40.7688025,-73.9583602,1
"3243",40.768891,-73.9820935,2
"3244",40.7109059,-74.014457,1
"3245",40.7865477,-73.9525532,1
"3246",40.7628522,-73.9677279,1
"3247",40.7671845,-73.9624695,1
"3248",40.7897337,-73.9660934,1
"3249",40.7656758,-73.9762353,3
"3250",40.7181445,-73.9938277,3
"3251",40.8722495,-73.9194582,2
"3252",40.7119717,-73.9977708,1
"3253",40.7465803,-73.9975531,1
"3254",40.7915623,-73.9684724,1
"3255",40.8338622,-73.9482914,3
"3256",40.839178,-73.9411352,1
"3257",40.7571804,-73.9739824,3
"3258",40.7355528,-73.9793493,1
"3259",40.8108965,-73.9469221,3
"3260",40.7478946,-73.9891656,1
"3261",40.8106326,-73.9405211,1
"3262",40.7073878,-74.0054824,1
"3263",40.7532425,-73.9666173,1
"3264",40.769483,-73.9578652,1
"3265",40.8290217,-73.9448371,1
"3266",40.8514354,-73.9350843,1
"3267",40.7954368,-73.9439476,1
"3268",40.843502,-73.9379834,1
"3269",40.8561799,-73.9287138,1
"3270",40.7986223,-73.9416189,2
"3271",40.8082795,-73.9387929,1
"3272",40.7169671,-73.9944266,1
"3273",40.7614858,-73.9605992,1
"3274",40.8050452,-73.9369284,1
"3275",40.7944657,-73.939629,1
"3276",40.7683816,-73.992805,1
"3277",40.7572323,-73.9897922,1
"3278",40.7478537,-73.9929082,1
"3279",40.7134758,-74.0048192,1
"3280",40.8113313,-73.9640197,1
"3281",40.779998,-73.9769018,1
"3282",40.8128153,-73.9418016,1
"3283",40.8057361,-73.9406446,3
"3284",40.7941774,-73.944866,1
"3285",40.7295515,-73.9899011,1
"3286",40.7226723,-73.9829645,1
"3287",40.8020241,-73.9496815,1
"3288",40.7152372,-74.0133794,1
"3289",40.747925,-73.973607,1
"3290",40.8154026,-73.9399099,1
"3291",40.7502815,-73.981124,1
"3292",40.8017682,-73.9372276,1
"3293",40.7542505,-73.9689773,1
"3294",40.8089051,-73.9383371,1
"3295",40.7377307,-73.9881786,1
"3296",40.8717676,-73.9133662,1
"3297",40.7476892,-74.0041684,1
"3298",40.8401945,-73.9430642,1
"3299",40.738505,-73.9917978,1
"3300",40.7634301,-73.9927008,1
"3301",40.7164669,-74.0130802,5
"3302",40.7885854,-73.9552819,1
"3303",40.8306064,-73.9362176,1
"3304",40.8112661,-73.9578098,2
"3305",40.7185558,-73.9882,1
"3306",40.7529363,-73.9854869,1
"3307",40.7184302,-74.0005303,1
"3308",40.7344344,-73.9899039,1
"3309",40.7839338,-73.9442245,1
"3310",40.7615508,-73.9665842,2
"3311",40.7100939,-73.9897886,1
"3312",40.7896492,-73.9460759,3
"3313",40.8217066,-73.9567952,1
"3314",40.7614228,-73.9840484,1
"3315",40.7441866,-73.9918693,1
"3316",40.8363801,-73.9445745,1
"3317",40.7717376,-73.961243,1
"3318",40.8043758,-73.9374202,1
"3319",40.7429104,-73.9928041,1
"3320",40.8194253,-73.9555646,1
"3321",40.8240317,-73.9447582,1
"3322",40.749824,-73.9722023,2
"3323",40.8442462,-73.9337142,1
"3324",40.7880564,-73.9443222,3
"3325",40.8197705,-73.9367193,1
"3326",40.7703138,-73.9914004,1
"3327",40.7387605,-74.0024069,1
"3328",40.815206,-73.9474895,1
"3329",40.7667145,-73.9828775,1
"3330",40.8036981,-73.9379121,1
"3331",40.8721155,-73.9162764,2
"3332",40.7681193,-73.9588624,1
"3333",40.7656758,-73.9762353,1
"3334",40.750766,-73.9744433,1
"3335",40.8277283,-73.9495067,1
"3336",40.7844638,-73.9773661,2
"3337",40.7385503,-73.9804201,1
"3338",40.7295792,-73.9932602,1
"3339",40.760229,-73.9615205,1
"3340",40.7502939,-73.9948425,1
"3341",40.7472966,-73.974044,1
"3342",40.7477648,-73.9829581,1
"3343",40.806469,-73.946438,1
"3344",40.725432,-73.996771,1
"3345",40.7659332,-73.9908775,1
"3346",40.7266396,-73.99413,2
"3347",40.7551925,-73.9712183,1
"3348",40.8056394,-73.934392,1
"3349",40.7629131,-73.9697999,1
"3350",40.7192038,-73.9903644,1
"3351",40.7635935,-73.9814343,1
"3352",40.7404705,-73.9982859,1
"3353",40.7944657,-73.939629,1
"3354",40.8215413,-73.9428634,1
"3355",40.8036981,-73.9379121,1
"3356",40.8202957,-73.9437749,1
"3357",40.7775544,-73.9488804,1
"3358",40.7067073,-74.00233,1
"3359",40.7345744,-74.0101574,1
"3360",40.8670152,-73.9231089,1
"3361",40.8636899,-73.9170643,2
"3362",40.8302224,-73.9476836,1
"3363",40.8127513,-73.9455695,1
"3364",40.8429567,-73.9346697,1
"3365",40.762106,-73.9601368,1
"3366",40.8158288,-73.9470338,1
"3367",40.7621793,-73.9661291,1
"3368",40.7446279,-73.9852433,1
"3369",40.7931872,-73.9405619,1
"3370",40.7458602,-73.9843444,1
"3371",40.7367906,-73.9784973,1
"3372",40.7024083,-74.012825,1
"3373",40.8089731,-73.9483252,2
"3374",40.7564521,-73.9703154,1
"3375",40.763645,-73.9776872,1
"3376",40.7616074,-73.9903149,1
"3377",40.7451158,-73.9806599,1
"3378",40.7063803,-74.0095039,1
"3379",40.7440332,-74.003118,1
"3380",40.7345744,-74.0101574,2
"3381",40.747009,-73.9771875,1
"3382",40.7470979,-73.9834455,1
"3383",40.8191422,-73.9371787,1
"3384",40.7733356,-73.9550538,1
"3385",40.7509908,-73.9906233,1
"3386",40.7947356,-73.9698722,1
"3387",40.7454414,-73.9753944,1
"3388",40.759625,-73.9700794,1
"3389",40.7589494,-73.9684806,1
"3390",40.7881996,-73.9783579,1
"3391",40.744443,-73.9790578,1
"3392",40.7591128,-73.9746783,1
"3393",40.7276662,-74.0031714,1
"3394",40.7858819,-73.948827,1
"3395",40.834061,-73.9448799,1
"3396",40.7287686,-73.9844314,1
"3397",40.7076833,-74.0156791,1
"3398",40.7886875,-73.9438594,1
"3399",40.8185112,-73.9376454,1
"3400",40.798471,-73.9690036,1
"3401",40.7629663,-73.9739693,1
"3402",40.8005438,-73.9619161,1
"3403",40.8157669,-73.9565967,1
"3404",40.8378034,-73.9421411,2
"3405",40.7601586,-74.0026387,3
"3406",40.8522138,-73.9332255,4
"3407",40.7378861,-73.9809038,1
"3408",40.7433901,-73.9861458,1
"3409",40.724575,-73.9874918,1
"3410",40.7643229,-73.977196,1
"3411",40.7668758,-73.979076,1
"3412",40.7655301,-73.9976715,1
"3413",40.7332923,-73.9871799,1
"3414",40.8510962,-73.9324351,1
"3415",40.8480389,-73.9328502,1
"3416",40.8511089,-73.9306024,1
"3417",40.7916628,-73.9646839,1
"3418",40.7584292,-73.9926328,1
"3419",40.7353901,-73.9751095,1
"3420",40.7485121,-73.9887144,6
"3421",40.8043758,-73.9374202,1
"3422",40.7961577,-73.9476454,1
"3423",40.8549162,-73.9360388,1
"3424",40.7294318,-73.978027,1
"3425",40.7629131,-73.9697999,1
"3426",40.7583292,-73.9689357,1
"3427",40.7477508,-73.9808504,1
"3428",40.7994585,-73.9515291,1
"3429",40.8020241,-73.9496815,2
"3430",40.8058707,-73.9528068,1
"3431",40.8057361,-73.9406446,1
"3432",40.7547072,-73.9916334,1
"3433",40.7683816,-73.992805,1
"3434",40.7410276,-73.9941612,1
"3435",40.8216382,-73.9390768,1
"3436",40.7187947,-73.9890116,1
"3437",40.8011551,-73.9596475,1
"3438",40.7212771,-73.977788,1
"3439",40.8200975,-73.9550764,2
"3440",40.725432,-73.996771,1
"3441",40.759308,-73.9652931,1
"3442",40.7489222,-73.977887,1
"3443",40.8156907,-73.9582947,1
"3444",40.7534814,-73.9787843,2
"3445",40.730816,-73.9829408,1
"3446",40.7360047,-73.9936167,1
"3447",40.7475428,-73.9707813,1
"3448",40.7460038,-73.9942618,1
"3449",40.8204372,-73.9362273,1
"3450",40.7219211,-73.9900393,1
"3451",40.7165417,-73.9969843,1
"3452",40.8220716,-73.9499229,1
"3453",40.7250066,-73.9993434,1
"3454",40.735214,-73.9917152,1
"3455",40.7036958,-74.0106432,1
"3456",40.7642812,-73.9985813,1
"3457",40.7067007,-74.0160467,1
"3458",40.7517013,-73.9864003,1
"3459",40.7338443,-74.0102151,1
"3460",40.8153057,-73.9436997,1
"3461",40.7184575,-73.9948089,1
"3462",40.7728776,-73.993411,1
"3463",40.7927218,-73.9731884,1
"3464",40.7108872,-74.0090609,1
"3465",40.7017826,-74.0111659,1
"3466",40.7278664,-73.9931449,1
"3467",40.7261753,-74.0109643,1
"3468",40.771079,-73.947582,1
"3469",40.7667145,-73.9828775,1
"3470",40.7219516,-73.9962697,1
"3471",40.839178,-73.9411352,1
"3472",40.8151553,-73.957829,1
"3473",40.7572323,-73.9897922,1
"3474",40.7030999,-74.0129983,1
"3475",40.7678891,-73.9815125,1
"3476",40.732384,-74.0103519,1
"3477",40.7340698,-73.9996536,1
"3478",40.7671096,-73.9817185,1
"3479",40.764627,-73.9955453,1
"3480",40.7559788,-73.9769607,1
"3481",40.7447605,-73.9951533,1
"3482",40.7605353,-73.9583509,1
"3483",40.8227376,-73.9476208,1
"3484",40.7291862,-73.9872492,1
"3485",40.7451824,-73.9709267,1
"3486",40.7171751,-74.0128675,1
"3487",40.7826298,-73.9749835,1
"3488",40.7207095,-73.9813092,1
"3489",40.7278664,-73.9931449,1
"3490",40.7496032,-73.9795037,1
"3491",40.7589805,-73.9624344,1
"3492",40.7601586,-74.0026387,1
"3493",40.7697535,-73.9545761,1
"3494",40.7603116,-73.9716962,1
"3495",40.8486271,-73.9342412,1
"3496",40.7428308,-74.0076975,1
"3497",40.7137967,-74.0088304,1
"3498",40.7603532,-73.991232,1
"3499",40.7691116,-73.9631616,1
"3500",40.8648086,-73.9193623,1
"3501",40.7437832,-73.9735076,1
"3502",40.7615555,-73.9940691,1
"3503",40.7691169,-73.9885593,1
"3504",40.7722094,-73.9821793,1
"3505",40.7622874,-73.9702587,1
"3506",40.8101738,-73.9511673,1
"3507",40.8036997,-73.9358171,1
"3508",40.7422352,-73.9932914,1
"3509",40.749638,-73.9990364,4
"3510",40.7229337,-73.9886394,1
"3511",40.7165417,-73.9969843,1
"3512",40.7297989,-73.9748013,1
"3513",40.7802299,-73.9613681,2
"3514",40.7622359,-73.9898636,1
"3515",40.784237,-73.9470697,1
"3516",40.7615508,-73.9665842,1
"3517",40.7528955,-73.9892442,1
"3518",40.7714641,-73.9943462,1
"3519",40.79745,-73.9467017,3
"3520",40.7722094,-73.9821793,1
"3521",40.7207095,-73.9813092,1
"3522",40.7812659,-73.9759806,1
"3523",40.8637931,-73.9194142,2
"3524",40.7852471,-73.9535039,1
"3525",40.7858664,-73.9509287,1
"3526",40.7440912,-73.9763477,1
"3527",40.7119057,-74.0060347,1
"3528",40.7047635,-74.010326,1
"3529",40.7487997,-73.969846,1
"3530",40.8589127,-73.9229593,1
"3531",40.7850271,-73.9806664,2
"3532",40.7098381,-74.0148211,1
"3533",40.7177239,-73.9857652,1
"3534",40.7922458,-73.9462797,2
"3535",40.743324,-73.9840744,5
"3536",40.7551925,-73.9712183,1
"3537",40.7440085,-73.9994226,1
"3538",40.7714641,-73.9943462,2
"3539",40.7350689,-74.0019702,1
"3540",40.805838,-73.9469009,1
"3541",40.7429104,-73.9928041,1
"3542",40.7307234,-73.989053,1
"3543",40.7165881,-74.0083799,1
"3544",40.8241314,-73.9409715,2
"3545",40.8240317,-73.9447582,1
"3546",40.7164669,-74.0130802,2
"3547",40.7444983,-73.9811076,1
"3548",40.7579074,-73.9892976,1
"3549",40.7634301,-73.9927008,2
"3550",40.7244026,-74.0060394,1
"3551",40.7546776,-73.9758061,1
"3552",40.7616592,-73.9865607,1
"3553",40.7534818,-73.9808885,1
"3554",40.7295792,-73.9932602,1
"3555",40.733842,-74.0012052,1
"3556",40.8025617,-73.9429917,2
"3557",40.8153057,-73.9436997,2
"3558",40.7622265,-73.9681866,1
"3559",40.7503422,-73.983174,1
"3560",40.7577322,-73.9968524,2
"3561",40.7947356,-73.9698722,1
"3562",40.7273284,-74.0073205,1
"3563",40.7674936,-73.9593177,1
"3564",40.7427065,-73.9845256,1
"3565",40.779493,-73.9577,1
"3566",40.7692723,-73.9810212,3
"3567",40.7416672,-74.0011295,1
"3568",40.7559096,-73.9944667,1
"3569",40.7781387,-73.9544837,1
"3570",40.7548409,-73.9841185,1
"3571",40.7990005,-73.9524071,3
"3572",40.7547827,-73.9799352,1
"3573",40.7409424,-74.0074808,1
"3574",40.7200441,-73.999062,1
"3575",40.7391678,-73.9799688,2
"3576",40.8511796,-73.9392377,1
"3577",40.7880564,-73.9443222,1
"3578",40.721473,-73.9838235,1
"3579",40.7484375,-73.9845604,1
"3580",40.7278775,-74.0054264,1
"3581",40.7476292,-73.9767362,1
"3582",40.719058,-74.0124422,1
"3583",40.7490533,-73.9957485,1
"3584",40.747417,-73.9895266,1
"3585",40.7472966,-73.974044,1
"3586",40.751215,-73.9833543,1
"3587",40.7346735,-73.9945839,2
"3588",40.7941774,-73.944866,1
"3589",40.7922458,-73.9462797,2
"3590",40.8014181,-73.934454,2
"3591",40.7609926,-73.990759,1
"3592",40.7521904,-73.9934636,1
"3593",40.7502815,-73.981124,1
"3594",40.8153057,-73.9436997,1
"3595",40.7488862,-73.9758407,1
"3596",40.7397825,-73.9795031,1
"3597",40.7375662,-74.0099197,2
"3598",40.7589805,-73.9624344,1
"3599",40.7170989,-73.9985895,1
"3600",40.7558074,-73.9864031,1
"3601",40.8401945,-73.9430642,1
"3602",40.768891,-73.9820935,1
"3603",40.7466818,-73.9744953,1
"3604",40.71728,-73.9954294,1
"3605",40.8493212,-73.9337309,1
"3606",40.7416452,-74.0048609,1
"3607",40.7206092,-74.0084706,2
"3608",40.823647,-73.9438444,1
"3609",40.8565035,-73.9327621,1
"3610",40.8346811,-73.9444241,1
"3611",40.8064149,-73.9422623,2
"3612",40.7591044,-73.9921418,1
"3613",40.7360047,-73.9936167,2
"3614",40.7673928,-73.9707293,1
"3615",40.8101738,-73.9511673,1
"3616",40.7143123,-73.9871655,1
"3617",40.7257724,-74.0008984,1
"3618",40.7339788,-73.9909432,1
"3619",40.7972169,-73.9699144,1
"3620",40.8089731,-73.9483252,2
"3621",40.7611802,-73.9579029,1
"3622",40.7992404,-73.9628704,1
"3623",40.7077715,-74.0129631,1
"3624",40.8069164,-73.9355612,2
"3625",40.7649043,-73.9981373,1
"3626",40.8101754,-73.9374076,1
"3627",40.7735301,-73.9853308,1
"3628",40.7453835,-73.9947093,1
"3629",40.7690047,-73.99235,1
"3630",40.7428118,-73.9965789,1
"3631",40.7532425,-73.9666173,1
"3632",40.7212488,-73.9922364,1
"3633",40.7448014,-73.9914181,1
"3634",40.7993065,-73.9432328,6
"3635",40.8123798,-73.9495436,1
"3636",40.7691169,-73.9885593,1
"3637",40.7303232,-74.0024679,2
"3638",40.8063543,-73.9539551,1
"3639",40.7339649,-73.9887782,1
"3640",40.7921286,-73.971773,1
"3641",40.7176501,-73.9886691,1
"3642",40.7679171,-73.9857147,1
"3643",40.7713874,-73.9564776,1
"3644",40.8453697,-73.9405189,1
"3645",40.7704239,-73.9643197,1
"3646",40.7914677,-73.9741062,1
"3647",40.7332923,-73.9871799,1
"3648",40.7180039,-73.986584,1
"3649",40.7642144,-73.9709581,1
"3650",40.7915698,-73.9446768,1
"3651",40.7540989,-73.9783329,1
"3652",40.777544,-73.957008,1
"3653",40.7482897,-73.9881767,1
"3654",40.7360047,-73.9936167,1
"3655",40.7176259,-73.9994012,1
"3656",40.7788145,-73.9560828,1
"3657",40.7312998,-74.01046,1
"3658",40.8077723,-73.9454833,1
"3659",40.7331526,-74.0102835,1
"3660",40.7573689,-73.9840963,1
"3661",40.7630248,-73.9781387,1
"3662",40.7673924,-73.9823647,1
"3663",40.7940523,-73.9703673,1
"3664",40.7163024,-74.0109663,1
"3665",40.7490533,-73.9957485,1
"3666",40.8067067,-73.9648494,1
"3667",40.7313511,-73.9825546,1
"3668",40.7896243,-73.9400667,1
"3669",40.8568082,-73.9282648,1
"3670",40.7971492,-73.9736525,1
"3671",40.7910486,-73.9513727,1
"3672",40.7889892,-73.9740638,1
"3673",40.7358679,-73.976365,1
"3674",40.7711045,-73.9638248,1
"3675",40.7662862,-73.9818487,1
"3676",40.7784761,-73.9854489,1
"3677",40.7250834,-73.9953279,1
"3678",40.8270596,-73.9520112,3
"3679",40.7610398,-73.9753742,1
"3680",40.7203211,-73.9940403,1
"3681",40.8327659,-73.9458242,1
"3682",40.7671875,-73.9899639,1
"3683",40.70495,-74.0115487,1
"3684",40.7324473,-73.991279,1
"3685",40.7961577,-73.9476454,1
"3686",40.8454401,-73.9386792,1
"3687",40.8029708,-73.9638616,1
"3688",40.7986223,-73.9416189,1
"3689",40.7717807,-73.9791936,1
"3690",40.751453,-73.9781533,1
"3691",40.8050573,-73.9390342,1
"3692",40.7857344,-73.9764412,1
"3693",40.8109414,-73.9431723,1
"3694",40.8137781,-73.9596868,1
"3695",40.7472966,-73.974044,1
"3696",40.7454217,-73.9909669,1
"3697",40.7367906,-73.9784973,1
"3698",40.8033301,-73.9487269,1
"3699",40.7584292,-73.9926328,1
"3700",40.7544905,-74.0067388,2
"3701",40.7533873,-73.996304,1
"3702",40.7427018,-73.9929413,1
"3703",40.8447888,-73.9370425,1
"3704",40.7050021,-74.0126307,2
"3705",40.8655357,-73.9272684,3
"3706",40.7321648,-73.9942991,1
"3707",40.7222418,-73.9862873,3
"3708",40.7691169,-73.9885593,3
"3709",40.812739,-73.9376183,1
"3710",40.812739,-73.9376183,1
"3711",40.7614858,-73.9605992,1
"3712",40.7140687,-73.9975038,1
"3713",40.7652424,-73.9578679,1
"3714",40.7158555,-73.9949534,1
"3715",40.7999773,-73.9586188,1
"3716",40.7153567,-73.9780389,1
"3717",40.7558709,-73.9728206,1
"3718",40.7457274,-73.9781227,3
"3719",40.8030248,-73.936309,2
"3720",40.7641132,-73.9884952,1
"3721",40.7528008,-73.9792862,1
"3722",40.7528008,-73.9792862,1
"3723",40.7659332,-73.9908775,1
"3724",40.7795404,-73.9597725,1
"3725",40.7565272,-73.994019,3
"3726",40.7970036,-73.9377739,1
"3727",40.7206259,-73.9949711,1
"3728",40.8050281,-73.9527604,1
"3729",40.7158555,-73.9949534,1
"3730",40.7640329,-73.9824702,1
"3731",40.7294318,-73.978027,1
"3732",40.7336333,-74.0027856,1
"3733",40.7514385,-73.9976793,1
"3734",40.7514385,-73.9976793,1
"3735",40.7131354,-74.0040581,1
"3736",40.7218863,-73.9773477,1
"3737",40.7730328,-73.9821971,1
"3738",40.7412749,-73.9753418,1
"3739",40.738219,-73.9856742,4
"3740",40.7560353,-73.9869481,1
"3741",40.7823164,-73.9485012,1
"3742",40.7134676,-73.9973018,1
"3743",40.8704157,-73.9151469,1
"3744",40.8507741,-73.9354247,1
"3745",40.7681193,-73.9588624,1
"3746",40.7843547,-73.9811649,1
"3747",40.8531997,-73.9341933,1
"3748",40.7288546,-74.0052677,1
"3749",40.7979463,-73.9400231,1
"3750",40.8056394,-73.934392,1
"3751",40.7203211,-73.9940403,1
"3752",40.8064149,-73.9422623,1
"3753",40.7652358,-73.9549366,1
"3754",40.7229337,-73.9886394,1
"3755",40.7475349,-73.9883068,1
"3756",40.7514416,-73.9760491,1
"3757",40.7367906,-73.9784973,1
"3758",40.7457967,-73.9822801,1
"3759",40.7929812,-73.9520719,1
"3760",40.812739,-73.9376183,2
"3761",40.751081,-73.9868516,3
"3762",40.7960032,-73.9354092,1
"3763",40.8252325,-73.9476044,1
"3764",40.742089,-73.9849769,1
"3765",40.7642781,-73.9730158,1
"3766",40.7349628,-73.9797897,1
"3767",40.7643654,-73.9616083,1
"3768",40.7224697,-73.9871351,1
"3769",40.796797,-73.9471753,1
"3770",40.7606005,-73.9643142,1
"3771",40.7573389,-73.986013,1
"3772",40.7603642,-73.9737646,1
"3773",40.8039585,-73.9482713,1
"3774",40.7237466,-74.0061151,1
"3775",40.7427726,-73.986597,1
"3776",40.8327659,-73.9458242,2
"3777",40.7999615,-73.9469742,1
"3778",40.7437832,-73.9735076,1
"3779",40.8663357,-73.9250042,3
"3780",40.7461404,-73.9713052,1
"3781",40.7909983,-73.9493034,1
